scenario,model_key,n,p,s2,repeat,seed,config_id,varied_parameter,m,alpha,beta,k,precision_raw_local,recall_raw_local,f1_raw_local,r_miss_raw_local,n_selected_raw_local,precision_raw_global_max,recall_raw_global_max,f1_raw_global_max,r_miss_raw_global_max,n_selected_raw_global_max,precision_raw_global_se,recall_raw_global_se,f1_raw_global_se,r_miss_raw_global_se,n_selected_raw_global_se,precision_logml_local,recall_logml_local,f1_logml_local,r_miss_logml_local,n_selected_logml_local,precision_logml_global_max,recall_logml_global_max,f1_logml_global_max,r_miss_logml_global_max,n_selected_logml_global_max,precision_logml_global_se,recall_logml_global_se,f1_logml_global_se,r_miss_logml_global_se,n_selected_logml_global_se,status,error
cm2,continuous,500,50,10.0,1,2178576497,beta_high,beta,20,0.95,3.0,2.0,0.2,0.3333333333333333,0.25,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,3.0,0.3333333333333333,0.5,0.4,1.0,9.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.5,0.5,0.5,1.0,6.0,complete,
cm2,continuous,500,50,10.0,1,2178576497,k_low,k,20,0.95,2.0,1.0,0.4,0.6666666666666666,0.5,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,3.0,0.3333333333333333,0.5,0.4,1.0,9.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,1,2178576497,k_high,k,20,0.95,2.0,3.0,0.2222222222222222,0.3333333333333333,0.26666666666666666,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,3.0,0.42857142857142855,0.5,0.4615384615384615,1.0,7.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,2,1032191484,reference,reference,20,0.95,2.0,2.0,0.3333333333333333,0.5,0.4,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.5714285714285714,0.6666666666666666,0.6153846153846153,1.0,7.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,2,1032191484,m_low,m,10,0.95,2.0,2.0,0.25,0.5,0.3333333333333333,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,3.0,0.375,0.5,0.42857142857142855,1.0,8.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,2,1032191484,m_high,m,50,0.95,2.0,2.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,1.0,12.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.5,0.5,1.0,6.0,0.5,0.6666666666666666,0.5714285714285715,1.0,8.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,2,1032191484,beta_low,beta,20,0.95,1.0,2.0,0.14285714285714285,0.16666666666666666,0.15384615384615383,1.0,7.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,3.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,3.0,complete,
cm2,continuous,500,50,10.0,2,1032191484,beta_high,beta,20,0.95,3.0,2.0,0.21428571428571427,0.5,0.3,1.0,14.0,0.0,0.0,0.0,1.0,0.0,0.25,0.16666666666666666,0.2,1.0,4.0,0.5,0.6666666666666666,0.5714285714285715,1.0,8.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.3333333333333333,0.4,1.0,4.0,complete,
cm2,continuous,500,50,10.0,2,1032191484,k_low,k,20,0.95,2.0,1.0,0.23076923076923078,0.5,0.3157894736842105,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.6,0.5,0.5454545454545454,1.0,5.0,0.4444444444444444,0.6666666666666666,0.5333333333333333,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,2,1032191484,k_high,k,20,0.95,2.0,3.0,0.25,0.3333333333333333,0.28571428571428575,1.0,8.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,3.0,0.5,0.6666666666666666,0.5714285714285715,1.0,8.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,6.0,complete,
cm2,continuous,500,50,10.0,3,1275032954,reference,reference,20,0.95,2.0,2.0,0.2,0.3333333333333333,0.25,1.0,10.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.25,0.16666666666666666,0.2,1.0,4.0,0.2222222222222222,0.3333333333333333,0.26666666666666666,1.0,9.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.5,0.3333333333333333,0.4,1.0,4.0,complete,
cm2,continuous,500,50,10.0,3,1275032954,m_low,m,10,0.95,2.0,2.0,0.3,0.5,0.37499999999999994,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.3333333333333333,0.5,0.4,1.0,9.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,6.0,complete,
cm2,continuous,500,50,10.0,3,1275032954,m_high,m,50,0.95,2.0,2.0,0.2222222222222222,0.3333333333333333,0.26666666666666666,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,6.0,0.2857142857142857,0.3333333333333333,0.30769230769230765,1.0,7.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,6.0,complete,
cm2,continuous,500,50,10.0,3,1275032954,beta_low,beta,20,0.95,1.0,2.0,0.2222222222222222,0.3333333333333333,0.26666666666666666,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.125,0.16666666666666666,0.14285714285714288,1.0,8.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,6.0,complete,
cm2,continuous,500,50,10.0,3,1275032954,beta_high,beta,20,0.95,3.0,2.0,0.3333333333333333,0.5,0.4,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,6.0,0.3,0.5,0.37499999999999994,1.0,10.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,6.0,complete,
cm2,continuous,500,50,10.0,3,1275032954,k_low,k,20,0.95,2.0,1.0,0.4444444444444444,0.6666666666666666,0.5333333333333333,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.4,0.3333333333333333,0.3636363636363636,1.0,5.0,0.4444444444444444,0.6666666666666666,0.5333333333333333,1.0,9.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,3,1275032954,k_high,k,20,0.95,2.0,3.0,0.4444444444444444,0.6666666666666666,0.5333333333333333,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.75,0.5,0.6,1.0,4.0,0.5,0.5,0.5,1.0,6.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.4,0.3333333333333333,0.3636363636363636,1.0,5.0,complete,
cm2,continuous,500,50,10.0,4,1393387271,reference,reference,20,0.95,2.0,2.0,0.42857142857142855,0.5,0.4615384615384615,1.0,7.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,3.0,0.625,0.8333333333333334,0.7142857142857143,1.0,8.0,1.0,0.6666666666666666,0.8,1.0,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,6.0,complete,
cm2,continuous,500,50,10.0,4,1393387271,m_low,m,10,0.95,2.0,2.0,0.3,0.5,0.37499999999999994,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.5,0.4615384615384615,1.0,7.0,0.45454545454545453,0.8333333333333334,0.5882352941176471,1.0,11.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.4444444444444444,0.6666666666666666,0.5333333333333333,1.0,9.0,complete,
cm2,continuous,500,50,10.0,4,1393387271,m_high,m,50,0.95,2.0,2.0,0.375,0.5,0.42857142857142855,1.0,8.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,3.0,0.5,0.8333333333333334,0.625,1.0,10.0,1.0,0.5,0.6666666666666666,1.0,3.0,0.5714285714285714,0.6666666666666666,0.6153846153846153,1.0,7.0,complete,
cm2,continuous,500,50,10.0,4,1393387271,beta_low,beta,20,0.95,1.0,2.0,0.3,0.5,0.37499999999999994,1.0,10.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,3.0,0.4444444444444444,0.6666666666666666,0.5333333333333333,1.0,9.0,1.0,0.5,0.6666666666666666,1.0,3.0,0.5,0.6666666666666666,0.5714285714285715,1.0,8.0,complete,
cm2,continuous,500,50,10.0,4,1393387271,beta_high,beta,20,0.95,3.0,2.0,0.2727272727272727,0.5,0.3529411764705882,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.75,0.5,0.6,1.0,4.0,0.5,0.8333333333333334,0.625,1.0,10.0,1.0,0.5,0.6666666666666666,1.0,3.0,0.5,0.6666666666666666,0.5714285714285715,1.0,8.0,complete,
cm2,continuous,500,50,10.0,4,1393387271,k_low,k,20,0.95,2.0,1.0,0.42857142857142855,0.5,0.4615384615384615,1.0,7.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,3.0,0.5555555555555556,0.8333333333333334,0.6666666666666667,1.0,9.0,1.0,0.6666666666666666,0.8,1.0,4.0,0.5714285714285714,0.6666666666666666,0.6153846153846153,1.0,7.0,complete,
cm2,continuous,500,50,10.0,4,1393387271,k_high,k,20,0.95,2.0,3.0,0.2727272727272727,0.5,0.3529411764705882,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.6,0.5,0.5454545454545454,1.0,5.0,0.5,0.8333333333333334,0.625,1.0,10.0,1.0,0.6666666666666666,0.8,1.0,4.0,0.7142857142857143,0.8333333333333334,0.7692307692307692,1.0,7.0,complete,
cm2,continuous,500,50,10.0,5,816749953,reference,reference,20,0.95,2.0,2.0,0.2,0.3333333333333333,0.25,1.0,10.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.5,0.5,1.0,6.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,5,816749953,m_low,m,10,0.95,2.0,2.0,0.2222222222222222,0.3333333333333333,0.26666666666666666,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.375,0.5,0.42857142857142855,1.0,8.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,5,816749953,m_high,m,50,0.95,2.0,2.0,0.2727272727272727,0.5,0.3529411764705882,1.0,11.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.6,0.5,0.5454545454545454,1.0,5.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.75,0.5,0.6,1.0,4.0,complete,
cm2,continuous,500,50,10.0,5,816749953,beta_low,beta,20,0.95,1.0,2.0,0.25,0.5,0.3333333333333333,1.0,12.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,3.0,0.3333333333333333,0.5,0.4,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.75,0.5,0.6,1.0,4.0,complete,
cm2,continuous,500,50,10.0,5,816749953,beta_high,beta,20,0.95,3.0,2.0,0.2222222222222222,0.3333333333333333,0.26666666666666666,1.0,9.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,3.0,0.6,0.5,0.5454545454545454,1.0,5.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,5,816749953,k_low,k,20,0.95,2.0,1.0,0.25,0.5,0.3333333333333333,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,6.0,0.5,0.5,0.5,1.0,6.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,3.0,complete,
cm2,continuous,500,50,10.0,5,816749953,k_high,k,20,0.95,2.0,3.0,0.2,0.3333333333333333,0.25,1.0,10.0,0.0,0.0,0.0,1.0,1.0,0.4,0.3333333333333333,0.3636363636363636,1.0,5.0,0.42857142857142855,0.5,0.4615384615384615,1.0,7.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.5,0.5,1.0,6.0,complete,
cm2,continuous,500,50,10.0,6,3737387827,reference,reference,20,0.95,2.0,2.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.6,0.5,0.5454545454545454,1.0,5.0,0.5714285714285714,0.6666666666666666,0.6153846153846153,1.0,7.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,4.0,complete,
cm2,continuous,500,50,10.0,6,3737387827,m_low,m,10,0.95,2.0,2.0,0.2857142857142857,0.3333333333333333,0.30769230769230765,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,3.0,0.3333333333333333,0.5,0.4,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,6,3737387827,m_high,m,50,0.95,2.0,2.0,0.375,0.5,0.42857142857142855,1.0,8.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.3333333333333333,0.4,1.0,4.0,0.5714285714285714,0.6666666666666666,0.6153846153846153,1.0,7.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.75,0.5,0.6,1.0,4.0,complete,
cm2,continuous,500,50,10.0,6,3737387827,beta_low,beta,20,0.95,1.0,2.0,0.25,0.3333333333333333,0.28571428571428575,1.0,8.0,0.0,0.0,0.0,1.0,1.0,0.5,0.3333333333333333,0.4,1.0,4.0,0.375,0.5,0.42857142857142855,1.0,8.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,6,3737387827,beta_high,beta,20,0.95,3.0,2.0,0.4444444444444444,0.6666666666666666,0.5333333333333333,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3333333333333333,0.4,1.0,4.0,0.5555555555555556,0.8333333333333334,0.6666666666666667,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.625,0.8333333333333334,0.7142857142857143,1.0,8.0,complete,
cm2,continuous,500,50,10.0,6,3737387827,k_low,k,20,0.95,2.0,1.0,0.4,0.3333333333333333,0.3636363636363636,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.5,0.6666666666666666,0.5714285714285715,1.0,8.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.75,0.5,0.6,1.0,4.0,complete,
cm2,continuous,500,50,10.0,6,3737387827,k_high,k,20,0.95,2.0,3.0,0.16666666666666666,0.3333333333333333,0.2222222222222222,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3333333333333333,0.4,1.0,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,6.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.75,0.5,0.6,1.0,4.0,complete,
cm2,continuous,500,50,10.0,7,3524950563,reference,reference,20,0.95,2.0,2.0,0.3333333333333333,0.5,0.4,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,3.0,0.3333333333333333,0.5,0.4,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,7,3524950563,m_low,m,10,0.95,2.0,2.0,0.3333333333333333,0.5,0.4,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,3.0,0.5,0.6666666666666666,0.5714285714285715,1.0,8.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,7,3524950563,m_high,m,50,0.95,2.0,2.0,0.3,0.5,0.37499999999999994,1.0,10.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.3333333333333333,0.4,1.0,4.0,0.3333333333333333,0.5,0.4,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,7,3524950563,beta_low,beta,20,0.95,1.0,2.0,0.2222222222222222,0.3333333333333333,0.26666666666666666,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.3333333333333333,0.4,1.0,4.0,0.6,0.5,0.5454545454545454,1.0,5.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,7,3524950563,beta_high,beta,20,0.95,3.0,2.0,0.3333333333333333,0.5,0.4,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,3.0,0.3076923076923077,0.6666666666666666,0.42105263157894735,1.0,13.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.6666666666666666,0.5714285714285715,1.0,8.0,complete,
cm2,continuous,500,50,10.0,7,3524950563,k_low,k,20,0.95,2.0,1.0,0.5,0.6666666666666666,0.5714285714285715,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.5,1.0,2.0,0.5,0.6666666666666666,0.5714285714285715,1.0,8.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.5,0.5,1.0,6.0,complete,
cm2,continuous,500,50,10.0,7,3524950563,k_high,k,20,0.95,2.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.4444444444444444,0.6666666666666666,0.5333333333333333,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.5,0.5,1.0,6.0,complete,
cm2,continuous,500,50,10.0,8,3172051366,reference,reference,20,0.95,2.0,2.0,0.2857142857142857,0.3333333333333333,0.30769230769230765,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.25,0.16666666666666666,0.2,1.0,4.0,0.5,0.5,0.5,1.0,6.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.6,0.5,0.5454545454545454,1.0,5.0,complete,
cm2,continuous,500,50,10.0,8,3172051366,m_low,m,10,0.95,2.0,2.0,0.16666666666666666,0.3333333333333333,0.2222222222222222,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.3333333333333333,0.26666666666666666,1.0,9.0,0.5714285714285714,0.6666666666666666,0.6153846153846153,1.0,7.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.5714285714285714,0.6666666666666666,0.6153846153846153,1.0,7.0,complete,
cm2,continuous,500,50,10.0,8,3172051366,m_high,m,50,0.95,2.0,2.0,0.1111111111111111,0.16666666666666666,0.13333333333333333,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,6.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.75,0.5,0.6,1.0,4.0,complete,
cm2,continuous,500,50,10.0,8,3172051366,beta_low,beta,20,0.95,1.0,2.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,6.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,3.0,0.375,0.5,0.42857142857142855,1.0,8.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5,0.5,0.5,1.0,6.0,complete,
cm2,continuous,500,50,10.0,8,3172051366,beta_high,beta,20,0.95,3.0,2.0,0.2222222222222222,0.3333333333333333,0.26666666666666666,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,6.0,0.4444444444444444,0.6666666666666666,0.5333333333333333,1.0,9.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,0.5714285714285714,0.6666666666666666,0.6153846153846153,1.0,7.0,complete,
cm2,continuous,500,50,10.0,8,3172051366,k_low,k,20,0.95,2.0,1.0,0.25,0.3333333333333333,0.28571428571428575,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.5,0.16666666666666666,0.25,1.0,2.0,0.5,0.6666666666666666,0.5714285714285715,1.0,8.0,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,3.0,complete,
