scenario,model_key,n,p,s2,repeat,seed,precision_raw_local,recall_raw_local,f1_raw_local,r_miss_raw_local,n_selected_raw_local,precision_raw_global_max,recall_raw_global_max,f1_raw_global_max,r_miss_raw_global_max,n_selected_raw_global_max,precision_raw_global_se,recall_raw_global_se,f1_raw_global_se,r_miss_raw_global_se,n_selected_raw_global_se,precision_logml_local,recall_logml_local,f1_logml_local,r_miss_logml_local,n_selected_logml_local,precision_logml_global_max,recall_logml_global_max,f1_logml_global_max,r_miss_logml_global_max,n_selected_logml_global_max,precision_logml_global_se,recall_logml_global_se,f1_logml_global_se,r_miss_logml_global_se,n_selected_logml_global_se,status,error
cc2,continuous,500,50,1.0,0,2443933936,0.125,0.25,0.16666666666666666,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.25,0.5,0.3333333333333333,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.25,0.2,1.0,6.0,complete,
cc2,continuous,500,50,1.0,1,1073597201,0.2857142857142857,0.5,0.36363636363636365,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.25,0.2,1.0,6.0,1.0,0.25,0.4,1.0,1.0,0.3333333333333333,0.25,0.28571428571428575,1.0,3.0,complete,
cc2,continuous,500,50,1.0,2,2267797891,0.25,0.5,0.3333333333333333,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4444444444444444,1.0,0.6153846153846153,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.25,0.28571428571428575,1.0,3.0,complete,
cc2,continuous,500,50,1.0,3,1768093717,0.125,0.25,0.16666666666666666,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.2,0.25,0.22222222222222224,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,complete,
cc2,continuous,500,50,1.0,4,1309029877,0.14285714285714285,0.25,0.18181818181818182,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.5,0.25,0.3333333333333333,1.0,2.0,0.16666666666666666,0.25,0.2,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.25,0.28571428571428575,1.0,3.0,complete,
cc2,continuous,500,50,1.0,5,1979014183,0.2,0.25,0.22222222222222224,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,complete,
cc2,continuous,500,50,1.0,6,2648641119,0.4,0.5,0.4444444444444445,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.25,0.28571428571428575,1.0,3.0,0.5714285714285714,1.0,0.7272727272727273,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.5,0.5714285714285715,1.0,3.0,complete,
cc2,continuous,500,50,1.0,7,2507792617,0.25,0.25,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.25,0.22222222222222224,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.5,0.25,0.3333333333333333,1.0,2.0,complete,
cc2,continuous,500,50,1.0,8,1086221086,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.2,0.25,0.22222222222222224,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,complete,
cc2,continuous,500,50,1.0,9,4114647497,0.14285714285714285,0.25,0.18181818181818182,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.25,0.25,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,complete,
cc2,continuous,500,50,1.0,10,2049442797,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,complete,
cc2,continuous,500,50,1.0,11,285059165,0.25,0.25,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.25,0.2,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.4,1.0,1.0,complete,
cc2,continuous,500,50,1.0,12,2114533352,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.25,0.2,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,complete,
cc2,continuous,500,50,1.0,13,1826163528,0.5,0.5,0.5,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.4,1.0,1.0,0.5,0.5,0.5,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.6666666666666666,1.0,2.0,complete,
cc2,continuous,500,50,1.0,14,440072033,0.3333333333333333,0.5,0.4,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,complete,
cc2,continuous,500,50,1.0,15,3496822483,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.25,0.18181818181818182,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.2,0.25,0.22222222222222224,1.0,5.0,complete,
cc2,continuous,500,50,1.0,16,1464911223,0.14285714285714285,0.25,0.18181818181818182,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.5,0.25,0.3333333333333333,1.0,2.0,0.25,0.25,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.25,0.28571428571428575,1.0,3.0,complete,
cc2,continuous,500,50,1.0,17,4023478499,0.25,0.25,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.5,0.25,0.3333333333333333,1.0,2.0,0.375,0.75,0.5,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.25,0.28571428571428575,1.0,3.0,complete,
cc2,continuous,500,50,1.0,18,496970280,0.2857142857142857,0.5,0.36363636363636365,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.42857142857142855,0.75,0.5454545454545454,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,4.0,complete,
cc2,continuous,500,50,1.0,19,1730939316,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.25,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,complete,
cc2,continuous,500,50,1.0,20,3672059298,0.25,0.5,0.3333333333333333,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.5,0.25,0.3333333333333333,1.0,2.0,0.4,0.5,0.4444444444444445,1.0,5.0,1.0,0.25,0.4,1.0,1.0,0.6666666666666666,0.5,0.5714285714285715,1.0,3.0,complete,
cc2,continuous,500,50,1.0,21,2949539820,0.2857142857142857,0.5,0.36363636363636365,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.5,0.25,0.3333333333333333,1.0,2.0,0.2857142857142857,0.5,0.36363636363636365,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.5,0.25,0.3333333333333333,1.0,2.0,complete,
cc2,continuous,500,50,1.0,22,2708921193,0.2,0.25,0.22222222222222224,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.42857142857142855,0.75,0.5454545454545454,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.2,0.25,0.22222222222222224,1.0,5.0,complete,
