scenario,model_key,n,p,s2,repeats_requested,repeats_successful,precision_raw_mean,precision_raw_std,precision_raw_se,recall_raw_mean,recall_raw_std,recall_raw_se,f1_raw_mean,f1_raw_std,f1_raw_se,precision_logl_mean,precision_logl_std,precision_logl_se,recall_logl_mean,recall_logl_std,recall_logl_se,f1_logl_mean,f1_logl_std,f1_logl_se,status,error
bm2,binary,500,50,1.0,10,10,0.025,0.07905694150420949,0.024999999999999998,0.016666666666666666,0.05270462766947298,0.016666666666666663,0.02,0.06324555320336758,0.019999999999999997,0.095,0.17070116838759158,0.05398044913567216,0.05,0.08050764858994132,0.025458753860865775,0.06318181818181819,0.10308487859368132,0.032598300867796796,complete,
bm2,binary,1000,50,1.0,10,10,0.08333333333333333,0.18002057495577392,0.05692750425533111,0.03333333333333333,0.07027283689263066,0.022222222222222223,0.04722222222222222,0.0997682499781554,0.03154949081000152,0.10555555555555554,0.14451565196390126,0.04569986177501135,0.08333333333333333,0.11785113019775792,0.03726779962499649,0.08777777777777777,0.11576073901303927,0.03660675989055162,complete,
